Date,User,Tweet,Cleaned_Tweet,Sentiment
2025-06-20 18:00:02,@ai_fan_99,The advancements in Generative AI are truly fascinating.,advancements generative ai truly fascinating,Positive
2025-05-30 11:00:02,@ai_wave,"Generative AI is overrated, in my opinion.",generative ai overrated opinion,Neutral
2025-05-27 11:00:02,@visionary,"Generative AI is overrated, in my opinion.",generative ai overrated opinion,Neutral
2025-06-04 09:00:02,@deepthinker,I have concerns about the ethical use of Artificial Intelligence.,concerns ethical use artificial intelligence,Positive
2025-06-10 13:00:02,@prompt_pro,ChatGPT is changing how we live and work.,chatgpt changing live work,Neutral
2025-06-21 09:00:02,@tech_guru,I'm worried about job loss due to ChatGPT.,im worried job loss due chatgpt,Negative
2025-06-12 22:00:02,@botbuster,"I love using Generative AI for my work, it's amazing!",love using generative ai work amazing,Positive
2025-05-28 15:00:02,@code_with_ai,AI is revolutionizing the tech industry.,ai revolutionizing tech industry,Neutral
2025-06-10 23:00:02,@code_with_ai,Artificial Intelligence is changing how we live and work.,artificial intelligence changing live work,Positive
2025-06-10 09:00:02,@deepthinker,Generative AI is changing how we live and work.,generative ai changing live work,Neutral
2025-06-17 15:00:02,@visionary,I'm worried about job loss due to Artificial Intelligence.,im worried job loss due artificial intelligence,Negative
2025-06-16 18:00:02,@byte_blazer,The future of OpenAI is exciting and scary at the same time.,future openai exciting scary time,Neutral
2025-06-17 12:00:02,@intelli_user,I'm worried about job loss due to Generative AI.,im worried job loss due generative ai,Negative
2025-05-29 11:00:02,@openai_enthusiast,"I love using AI for my work, it's amazing!",love using ai work amazing,Positive
2025-05-31 12:00:02,@chatgptlover,"So many companies are adopting OpenAI, it’s everywhere now.",many companies adopting openai everywhere,Neutral
2025-06-04 23:00:02,@ml_master,GPT-4 is changing how we live and work.,gpt changing live work,Neutral
2025-06-08 00:00:02,@code_with_ai,I have concerns about the ethical use of AI.,concerns ethical use ai,Positive
2025-06-15 12:00:02,@ai_wave,"AI is overrated, in my opinion.",ai overrated opinion,Neutral
2025-05-27 14:00:02,@neural_net_ninja,"I love using ChatGPT for my work, it's amazing!",love using chatgpt work amazing,Positive
2025-05-29 11:00:02,@botbuster,The advancements in Generative AI are truly fascinating.,advancements generative ai truly fascinating,Positive
2025-06-20 08:00:02,@deepthinker,I have concerns about the ethical use of AI.,concerns ethical use ai,Positive
2025-06-07 16:00:02,@ai_wave,"I love using GPT-4 for my work, it's amazing!",love using gpt work amazing,Positive
2025-06-14 12:00:02,@ai_addict,"I love using Artificial Intelligence for my work, it's amazing!",love using artificial intelligence work amazing,Positive
2025-06-08 04:00:02,@robotic_vision,ChatGPT is changing how we live and work.,chatgpt changing live work,Neutral
2025-05-29 10:00:02,@cyber_sage,I have concerns about the ethical use of GPT-4.,concerns ethical use gpt,Positive
2025-06-13 04:00:02,@the_future_now,I'm worried about job loss due to AI.,im worried job loss due ai,Negative
2025-06-11 17:00:02,@gpt_dev,The advancements in Artificial Intelligence are truly fascinating.,advancements artificial intelligence truly fascinating,Positive
2025-06-15 02:00:02,@neural_net_ninja,Can't believe how powerful GPT-4 has become!,cant believe powerful gpt become,Negative
2025-06-14 22:00:02,@gpt_dev,I'm worried about job loss due to AI.,im worried job loss due ai,Negative
2025-06-20 18:00:02,@ai_addict,"OpenAI is overrated, in my opinion.",openai overrated opinion,Neutral
2025-06-01 14:00:02,@ai_wave,GPT-4 is revolutionizing the tech industry.,gpt revolutionizing tech industry,Neutral
2025-06-07 10:00:02,@visionary,I'm worried about job loss due to Generative AI.,im worried job loss due generative ai,Negative
2025-05-27 19:00:02,@smartbyte,OpenAI is changing how we live and work.,openai changing live work,Neutral
2025-06-09 07:00:02,@prompt_pro,OpenAI is changing how we live and work.,openai changing live work,Neutral
2025-06-16 18:00:02,@ai_fan_99,OpenAI is changing how we live and work.,openai changing live work,Neutral
2025-05-26 04:00:02,@smartbyte,I have concerns about the ethical use of Generative AI.,concerns ethical use generative ai,Positive
2025-05-27 21:00:02,@data_driven,OpenAI is revolutionizing the tech industry.,openai revolutionizing tech industry,Neutral
2025-06-08 22:00:02,@the_future_now,I'm worried about job loss due to ChatGPT.,im worried job loss due chatgpt,Negative
2025-06-17 23:00:02,@code_with_ai,I'm worried about job loss due to GPT-4.,im worried job loss due gpt,Negative
2025-06-16 01:00:02,@byte_blazer,"AI is overrated, in my opinion.",ai overrated opinion,Neutral
2025-05-23 21:00:02,@smartbyte,The future of Artificial Intelligence is exciting and scary at the same time.,future artificial intelligence exciting scary time,Positive
2025-06-04 12:00:02,@futurecoder,The future of OpenAI is exciting and scary at the same time.,future openai exciting scary time,Neutral
2025-06-13 23:00:02,@ml_master,"I love using AI for my work, it's amazing!",love using ai work amazing,Positive
2025-06-03 10:00:02,@smartbyte,The advancements in Artificial Intelligence are truly fascinating.,advancements artificial intelligence truly fascinating,Positive
2025-05-27 17:00:02,@digital_dreamer,I have concerns about the ethical use of ChatGPT.,concerns ethical use chatgpt,Positive
2025-06-15 20:00:02,@tech_guru,I'm worried about job loss due to Artificial Intelligence.,im worried job loss due artificial intelligence,Negative
2025-06-13 11:00:02,@data_driven,Can't believe how powerful AI has become!,cant believe powerful ai become,Negative
2025-05-22 12:00:02,@gpt_dev,I have concerns about the ethical use of AI.,concerns ethical use ai,Positive
2025-05-24 04:00:02,@gpt_dev,"So many companies are adopting ChatGPT, it’s everywhere now.",many companies adopting chatgpt everywhere,Neutral
2025-05-31 05:00:02,@ai_fan_99,The advancements in Artificial Intelligence are truly fascinating.,advancements artificial intelligence truly fascinating,Positive
2025-06-05 01:00:02,@chatgptlover,I have concerns about the ethical use of Generative AI.,concerns ethical use generative ai,Positive
2025-06-07 18:00:02,@ai_fan_99,OpenAI is changing how we live and work.,openai changing live work,Neutral
2025-06-13 03:00:02,@neural_net_ninja,Can't believe how powerful Artificial Intelligence has become!,cant believe powerful artificial intelligence become,Positive
2025-05-24 20:00:02,@ai_fan_99,I'm worried about job loss due to OpenAI.,im worried job loss due openai,Negative
2025-05-27 12:00:02,@prompt_pro,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
2025-05-24 05:00:02,@byte_blazer,Can't believe how powerful Generative AI has become!,cant believe powerful generative ai become,Negative
2025-06-09 10:00:02,@gpt_dev,Can't believe how powerful OpenAI has become!,cant believe powerful openai become,Negative
2025-05-30 07:00:02,@deepthinker,I have concerns about the ethical use of GPT-4.,concerns ethical use gpt,Positive
2025-06-04 17:00:02,@prompt_pro,"ChatGPT is overrated, in my opinion.",chatgpt overrated opinion,Neutral
2025-06-13 07:00:02,@neural_net_ninja,GPT-4 is changing how we live and work.,gpt changing live work,Neutral
2025-06-14 23:00:02,@smartbyte,Can't believe how powerful AI has become!,cant believe powerful ai become,Negative
2025-06-06 18:00:02,@futurecoder,I have concerns about the ethical use of GPT-4.,concerns ethical use gpt,Positive
2025-06-13 20:00:02,@cyber_sage,Can't believe how powerful Artificial Intelligence has become!,cant believe powerful artificial intelligence become,Positive
2025-06-08 06:00:02,@openai_enthusiast,"So many companies are adopting Artificial Intelligence, it’s everywhere now.",many companies adopting artificial intelligence everywhere,Positive
2025-06-17 07:00:02,@intelli_user,Can't believe how powerful Artificial Intelligence has become!,cant believe powerful artificial intelligence become,Positive
2025-06-07 06:00:02,@tech_guru,I'm worried about job loss due to Artificial Intelligence.,im worried job loss due artificial intelligence,Negative
2025-06-06 10:00:02,@chatgptlover,"I love using GPT-4 for my work, it's amazing!",love using gpt work amazing,Positive
2025-05-29 11:00:02,@prompt_pro,"I love using ChatGPT for my work, it's amazing!",love using chatgpt work amazing,Positive
2025-05-26 15:00:02,@visionary,Generative AI is revolutionizing the tech industry.,generative ai revolutionizing tech industry,Neutral
2025-05-31 07:00:02,@robotic_vision,The future of AI is exciting and scary at the same time.,future ai exciting scary time,Neutral
2025-06-05 21:00:02,@neural_net_ninja,I have concerns about the ethical use of ChatGPT.,concerns ethical use chatgpt,Positive
2025-06-02 15:00:02,@data_driven,"I love using OpenAI for my work, it's amazing!",love using openai work amazing,Positive
2025-05-23 20:00:02,@visionary,The advancements in Artificial Intelligence are truly fascinating.,advancements artificial intelligence truly fascinating,Positive
2025-06-22 11:00:02,@digital_dreamer,"So many companies are adopting Artificial Intelligence, it’s everywhere now.",many companies adopting artificial intelligence everywhere,Positive
2025-06-09 11:00:02,@nextgen_techie,I'm worried about job loss due to GPT-4.,im worried job loss due gpt,Negative
2025-05-30 03:00:02,@prompt_pro,I'm worried about job loss due to ChatGPT.,im worried job loss due chatgpt,Negative
2025-06-21 19:00:02,@prompt_pro,"GPT-4 is overrated, in my opinion.",gpt overrated opinion,Neutral
2025-05-28 06:00:02,@data_driven,Artificial Intelligence is changing how we live and work.,artificial intelligence changing live work,Positive
2025-06-06 07:00:02,@deepthinker,The future of ChatGPT is exciting and scary at the same time.,future chatgpt exciting scary time,Neutral
2025-06-02 19:00:02,@ai_wave,I have concerns about the ethical use of AI.,concerns ethical use ai,Positive
2025-06-13 23:00:02,@byte_blazer,Can't believe how powerful OpenAI has become!,cant believe powerful openai become,Negative
2025-05-22 23:00:02,@the_future_now,Can't believe how powerful ChatGPT has become!,cant believe powerful chatgpt become,Negative
2025-06-14 13:00:02,@code_with_ai,The advancements in Generative AI are truly fascinating.,advancements generative ai truly fascinating,Positive
2025-06-01 09:00:02,@tech_guru,"AI is overrated, in my opinion.",ai overrated opinion,Neutral
2025-06-19 23:00:02,@futurecoder,"I love using Artificial Intelligence for my work, it's amazing!",love using artificial intelligence work amazing,Positive
2025-06-04 20:00:02,@ai_fan_99,Generative AI is changing how we live and work.,generative ai changing live work,Neutral
2025-05-31 06:00:02,@data_driven,"I love using ChatGPT for my work, it's amazing!",love using chatgpt work amazing,Positive
2025-05-25 22:00:02,@digital_dreamer,"So many companies are adopting ChatGPT, it’s everywhere now.",many companies adopting chatgpt everywhere,Neutral
2025-06-04 08:00:02,@gpt_dev,Can't believe how powerful Artificial Intelligence has become!,cant believe powerful artificial intelligence become,Positive
2025-06-15 05:00:02,@chatgptlover,"I love using GPT-4 for my work, it's amazing!",love using gpt work amazing,Positive
2025-06-07 03:00:02,@cyber_sage,The advancements in Artificial Intelligence are truly fascinating.,advancements artificial intelligence truly fascinating,Positive
2025-06-01 03:00:02,@chatgptlover,The future of ChatGPT is exciting and scary at the same time.,future chatgpt exciting scary time,Neutral
2025-06-01 10:00:02,@intelli_user,The advancements in GPT-4 are truly fascinating.,advancements gpt truly fascinating,Positive
2025-06-22 05:00:02,@gpt_dev,Can't believe how powerful AI has become!,cant believe powerful ai become,Negative
2025-05-28 13:00:02,@deepthinker,GPT-4 is revolutionizing the tech industry.,gpt revolutionizing tech industry,Neutral
2025-06-13 06:00:02,@cyber_sage,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
2025-06-03 23:00:02,@ai_addict,I have concerns about the ethical use of GPT-4.,concerns ethical use gpt,Positive
2025-06-11 23:00:02,@smartbyte,I'm worried about job loss due to Artificial Intelligence.,im worried job loss due artificial intelligence,Negative
2025-05-27 13:00:02,@tech_guru,Artificial Intelligence is revolutionizing the tech industry.,artificial intelligence revolutionizing tech industry,Positive
2025-06-05 12:00:02,@intelli_user,The future of Artificial Intelligence is exciting and scary at the same time.,future artificial intelligence exciting scary time,Positive
2025-06-18 22:00:02,@tech_guru,"I love using OpenAI for my work, it's amazing!",love using openai work amazing,Positive
2025-06-11 16:00:02,@visionary,The future of AI is exciting and scary at the same time.,future ai exciting scary time,Neutral
2025-06-10 01:00:02,@ml_master,The advancements in GPT-4 are truly fascinating.,advancements gpt truly fascinating,Positive
2025-05-27 21:00:02,@cyber_sage,"ChatGPT is overrated, in my opinion.",chatgpt overrated opinion,Neutral
2025-06-10 18:00:02,@data_driven,I have concerns about the ethical use of Generative AI.,concerns ethical use generative ai,Positive
2025-06-16 14:00:02,@robotic_vision,Generative AI is changing how we live and work.,generative ai changing live work,Neutral
2025-06-19 16:00:02,@tech_guru,GPT-4 is changing how we live and work.,gpt changing live work,Neutral
2025-05-31 09:00:02,@chatgptlover,I have concerns about the ethical use of OpenAI.,concerns ethical use openai,Positive
2025-06-17 23:00:02,@deepthinker,"ChatGPT is overrated, in my opinion.",chatgpt overrated opinion,Neutral
2025-05-29 23:00:02,@robotic_vision,Artificial Intelligence is revolutionizing the tech industry.,artificial intelligence revolutionizing tech industry,Positive
2025-06-19 09:00:02,@code_with_ai,Can't believe how powerful OpenAI has become!,cant believe powerful openai become,Negative
2025-06-08 00:00:02,@byte_blazer,"ChatGPT is overrated, in my opinion.",chatgpt overrated opinion,Neutral
2025-06-18 09:00:02,@byte_blazer,The future of OpenAI is exciting and scary at the same time.,future openai exciting scary time,Neutral
2025-06-07 18:00:02,@cyber_sage,AI is changing how we live and work.,ai changing live work,Neutral
2025-06-09 08:00:02,@deepthinker,I'm worried about job loss due to GPT-4.,im worried job loss due gpt,Negative
2025-06-10 18:00:02,@ai_addict,The future of ChatGPT is exciting and scary at the same time.,future chatgpt exciting scary time,Neutral
2025-06-03 01:00:02,@futurecoder,The advancements in ChatGPT are truly fascinating.,advancements chatgpt truly fascinating,Positive
2025-06-12 22:00:02,@prompt_pro,"I love using Generative AI for my work, it's amazing!",love using generative ai work amazing,Positive
2025-05-29 18:00:02,@neural_net_ninja,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
2025-06-06 06:00:02,@deepthinker,The advancements in AI are truly fascinating.,advancements ai truly fascinating,Positive
2025-06-17 07:00:02,@gpt_dev,Artificial Intelligence is changing how we live and work.,artificial intelligence changing live work,Positive
2025-06-13 20:00:02,@neural_net_ninja,"OpenAI is overrated, in my opinion.",openai overrated opinion,Neutral
2025-06-16 22:00:02,@code_with_ai,The future of AI is exciting and scary at the same time.,future ai exciting scary time,Neutral
2025-06-12 20:00:02,@intelli_user,OpenAI is changing how we live and work.,openai changing live work,Neutral
2025-06-14 04:00:02,@smartbyte,Can't believe how powerful ChatGPT has become!,cant believe powerful chatgpt become,Negative
2025-06-02 16:00:02,@robotic_vision,"So many companies are adopting Artificial Intelligence, it’s everywhere now.",many companies adopting artificial intelligence everywhere,Positive
2025-06-19 07:00:02,@futurecoder,"So many companies are adopting AI, it’s everywhere now.",many companies adopting ai everywhere,Neutral
2025-05-22 23:00:02,@digital_dreamer,"I love using OpenAI for my work, it's amazing!",love using openai work amazing,Positive
2025-06-10 01:00:02,@openai_enthusiast,The advancements in OpenAI are truly fascinating.,advancements openai truly fascinating,Positive
2025-06-08 15:00:02,@tech_guru,Can't believe how powerful Generative AI has become!,cant believe powerful generative ai become,Negative
2025-06-13 01:00:02,@smartbyte,GPT-4 is revolutionizing the tech industry.,gpt revolutionizing tech industry,Neutral
2025-06-07 01:00:02,@intelli_user,I have concerns about the ethical use of GPT-4.,concerns ethical use gpt,Positive
2025-05-23 01:00:02,@prompt_pro,AI is changing how we live and work.,ai changing live work,Neutral
2025-05-22 17:00:02,@nextgen_techie,"So many companies are adopting OpenAI, it’s everywhere now.",many companies adopting openai everywhere,Neutral
2025-06-10 03:00:02,@cyber_sage,Can't believe how powerful AI has become!,cant believe powerful ai become,Negative
2025-06-18 17:00:02,@robotic_vision,Can't believe how powerful Generative AI has become!,cant believe powerful generative ai become,Negative
2025-06-05 06:00:02,@robotic_vision,The advancements in AI are truly fascinating.,advancements ai truly fascinating,Positive
2025-06-21 12:00:02,@code_with_ai,I'm worried about job loss due to Artificial Intelligence.,im worried job loss due artificial intelligence,Negative
2025-06-08 02:00:02,@code_with_ai,I have concerns about the ethical use of Generative AI.,concerns ethical use generative ai,Positive
2025-05-26 22:00:02,@intelli_user,The future of Artificial Intelligence is exciting and scary at the same time.,future artificial intelligence exciting scary time,Positive
2025-06-17 15:00:02,@openai_enthusiast,"So many companies are adopting Artificial Intelligence, it’s everywhere now.",many companies adopting artificial intelligence everywhere,Positive
2025-06-13 14:00:02,@visionary,I have concerns about the ethical use of OpenAI.,concerns ethical use openai,Positive
2025-05-27 23:00:02,@the_future_now,AI is changing how we live and work.,ai changing live work,Neutral
2025-06-02 20:00:02,@botbuster,"So many companies are adopting ChatGPT, it’s everywhere now.",many companies adopting chatgpt everywhere,Neutral
2025-06-04 19:00:02,@deepthinker,GPT-4 is changing how we live and work.,gpt changing live work,Neutral
2025-06-05 10:00:02,@cyber_sage,Artificial Intelligence is changing how we live and work.,artificial intelligence changing live work,Positive
2025-06-02 15:00:02,@botbuster,I'm worried about job loss due to OpenAI.,im worried job loss due openai,Negative
2025-05-29 04:00:02,@deepthinker,The future of ChatGPT is exciting and scary at the same time.,future chatgpt exciting scary time,Neutral
2025-06-16 15:00:02,@deepthinker,Can't believe how powerful Artificial Intelligence has become!,cant believe powerful artificial intelligence become,Positive
2025-06-03 15:00:02,@cyber_sage,"I love using GPT-4 for my work, it's amazing!",love using gpt work amazing,Positive
2025-05-23 01:00:02,@byte_blazer,Artificial Intelligence is changing how we live and work.,artificial intelligence changing live work,Positive
2025-06-22 08:00:02,@cyber_sage,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
2025-06-05 12:00:02,@code_with_ai,I have concerns about the ethical use of OpenAI.,concerns ethical use openai,Positive
2025-06-03 13:00:02,@gpt_dev,I'm worried about job loss due to GPT-4.,im worried job loss due gpt,Negative
2025-06-08 00:00:02,@ml_master,I have concerns about the ethical use of GPT-4.,concerns ethical use gpt,Positive
2025-05-28 14:00:02,@smartbyte,"So many companies are adopting Generative AI, it’s everywhere now.",many companies adopting generative ai everywhere,Neutral
2025-06-18 00:00:02,@chatgptlover,I'm worried about job loss due to GPT-4.,im worried job loss due gpt,Negative
2025-06-19 02:00:02,@ai_fan_99,"So many companies are adopting ChatGPT, it’s everywhere now.",many companies adopting chatgpt everywhere,Neutral
2025-06-18 12:00:02,@robotic_vision,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
2025-06-13 01:00:02,@futurecoder,Can't believe how powerful AI has become!,cant believe powerful ai become,Negative
2025-06-05 20:00:02,@intelli_user,I have concerns about the ethical use of Generative AI.,concerns ethical use generative ai,Positive
2025-06-18 21:00:02,@botbuster,"So many companies are adopting OpenAI, it’s everywhere now.",many companies adopting openai everywhere,Neutral
2025-06-12 09:00:02,@intelli_user,"So many companies are adopting Artificial Intelligence, it’s everywhere now.",many companies adopting artificial intelligence everywhere,Positive
2025-05-27 13:00:02,@ml_master,"I love using OpenAI for my work, it's amazing!",love using openai work amazing,Positive
2025-05-26 01:00:02,@ai_wave,"I love using ChatGPT for my work, it's amazing!",love using chatgpt work amazing,Positive
2025-06-01 06:00:02,@tech_guru,The future of Artificial Intelligence is exciting and scary at the same time.,future artificial intelligence exciting scary time,Positive
2025-06-06 06:00:02,@cyber_sage,I have concerns about the ethical use of Artificial Intelligence.,concerns ethical use artificial intelligence,Positive
2025-06-11 18:00:02,@visionary,GPT-4 is revolutionizing the tech industry.,gpt revolutionizing tech industry,Neutral
2025-06-14 23:00:02,@code_with_ai,"So many companies are adopting Generative AI, it’s everywhere now.",many companies adopting generative ai everywhere,Neutral
2025-06-16 15:00:02,@deepthinker,Artificial Intelligence is revolutionizing the tech industry.,artificial intelligence revolutionizing tech industry,Positive
2025-06-10 11:00:02,@ai_addict,Artificial Intelligence is changing how we live and work.,artificial intelligence changing live work,Positive
2025-05-25 05:00:02,@futurecoder,The advancements in Artificial Intelligence are truly fascinating.,advancements artificial intelligence truly fascinating,Positive
2025-06-08 23:00:02,@futurecoder,The advancements in Generative AI are truly fascinating.,advancements generative ai truly fascinating,Positive
2025-06-16 03:00:02,@ai_wave,I have concerns about the ethical use of ChatGPT.,concerns ethical use chatgpt,Positive
2025-06-04 08:00:02,@ai_fan_99,The future of Artificial Intelligence is exciting and scary at the same time.,future artificial intelligence exciting scary time,Positive
2025-06-11 01:00:02,@digital_dreamer,GPT-4 is revolutionizing the tech industry.,gpt revolutionizing tech industry,Neutral
2025-06-19 03:00:02,@byte_blazer,"So many companies are adopting AI, it’s everywhere now.",many companies adopting ai everywhere,Neutral
2025-06-05 15:00:02,@digital_dreamer,"So many companies are adopting Artificial Intelligence, it’s everywhere now.",many companies adopting artificial intelligence everywhere,Positive
2025-06-09 16:00:02,@gpt_dev,The advancements in OpenAI are truly fascinating.,advancements openai truly fascinating,Positive
2025-06-19 00:00:02,@botbuster,The advancements in Generative AI are truly fascinating.,advancements generative ai truly fascinating,Positive
2025-06-03 06:00:02,@ai_wave,"So many companies are adopting OpenAI, it’s everywhere now.",many companies adopting openai everywhere,Neutral
2025-05-23 16:00:02,@byte_blazer,"Artificial Intelligence is overrated, in my opinion.",artificial intelligence overrated opinion,Positive
2025-06-01 07:00:02,@chatgptlover,The future of GPT-4 is exciting and scary at the same time.,future gpt exciting scary time,Neutral
2025-06-15 02:00:02,@intelli_user,The future of OpenAI is exciting and scary at the same time.,future openai exciting scary time,Neutral
2025-06-10 13:00:02,@nextgen_techie,ChatGPT is revolutionizing the tech industry.,chatgpt revolutionizing tech industry,Neutral
2025-06-09 22:00:02,@cyber_sage,I'm worried about job loss due to AI.,im worried job loss due ai,Negative
2025-06-03 23:00:02,@visionary,GPT-4 is revolutionizing the tech industry.,gpt revolutionizing tech industry,Neutral
2025-06-06 15:00:02,@intelli_user,Generative AI is revolutionizing the tech industry.,generative ai revolutionizing tech industry,Neutral
2025-06-05 06:00:02,@prompt_pro,GPT-4 is revolutionizing the tech industry.,gpt revolutionizing tech industry,Neutral
2025-06-18 06:00:02,@smartbyte,"Generative AI is overrated, in my opinion.",generative ai overrated opinion,Neutral
2025-06-03 10:00:02,@code_with_ai,"So many companies are adopting OpenAI, it’s everywhere now.",many companies adopting openai everywhere,Neutral
2025-06-07 07:00:02,@data_driven,"I love using OpenAI for my work, it's amazing!",love using openai work amazing,Positive
2025-05-22 18:00:02,@intelli_user,AI is changing how we live and work.,ai changing live work,Neutral
2025-06-08 14:00:02,@nextgen_techie,"So many companies are adopting GPT-4, it’s everywhere now.",many companies adopting gpt everywhere,Neutral
2025-05-30 21:00:02,@data_driven,Generative AI is changing how we live and work.,generative ai changing live work,Neutral
2025-06-19 17:00:02,@code_with_ai,Generative AI is revolutionizing the tech industry.,generative ai revolutionizing tech industry,Neutral
2025-06-13 10:00:02,@openai_enthusiast,I have concerns about the ethical use of ChatGPT.,concerns ethical use chatgpt,Positive
2025-06-05 02:00:02,@visionary,I have concerns about the ethical use of OpenAI.,concerns ethical use openai,Positive
2025-06-03 12:00:02,@ml_master,"So many companies are adopting AI, it’s everywhere now.",many companies adopting ai everywhere,Neutral
2025-06-06 08:00:02,@ai_wave,I'm worried about job loss due to Generative AI.,im worried job loss due generative ai,Negative
2025-06-13 18:00:02,@deepthinker,The future of GPT-4 is exciting and scary at the same time.,future gpt exciting scary time,Neutral
2025-05-27 10:00:02,@ai_wave,I'm worried about job loss due to OpenAI.,im worried job loss due openai,Negative
2025-06-05 05:00:02,@nextgen_techie,"So many companies are adopting Artificial Intelligence, it’s everywhere now.",many companies adopting artificial intelligence everywhere,Positive
2025-05-29 15:00:02,@data_driven,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
2025-05-26 10:00:02,@intelli_user,"AI is overrated, in my opinion.",ai overrated opinion,Neutral
2025-06-11 09:00:02,@botbuster,"Generative AI is overrated, in my opinion.",generative ai overrated opinion,Neutral
2025-05-29 04:00:02,@cyber_sage,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
2025-05-31 00:00:02,@the_future_now,The advancements in AI are truly fascinating.,advancements ai truly fascinating,Positive
2025-06-01 22:00:02,@chatgptlover,The advancements in Artificial Intelligence are truly fascinating.,advancements artificial intelligence truly fascinating,Positive
2025-06-18 05:00:02,@prompt_pro,The advancements in AI are truly fascinating.,advancements ai truly fascinating,Positive
2025-06-04 00:00:02,@chatgptlover,"I love using AI for my work, it's amazing!",love using ai work amazing,Positive
2025-06-02 18:00:02,@ai_wave,"GPT-4 is overrated, in my opinion.",gpt overrated opinion,Neutral
2025-05-31 02:00:02,@code_with_ai,Can't believe how powerful AI has become!,cant believe powerful ai become,Negative
2025-06-13 19:00:02,@ai_addict,The advancements in OpenAI are truly fascinating.,advancements openai truly fascinating,Positive
2025-06-17 22:00:02,@botbuster,The future of Artificial Intelligence is exciting and scary at the same time.,future artificial intelligence exciting scary time,Positive
2025-05-25 15:00:02,@prompt_pro,"ChatGPT is overrated, in my opinion.",chatgpt overrated opinion,Neutral
2025-06-15 07:00:02,@deepthinker,AI is revolutionizing the tech industry.,ai revolutionizing tech industry,Neutral
2025-05-27 04:00:02,@digital_dreamer,Can't believe how powerful Artificial Intelligence has become!,cant believe powerful artificial intelligence become,Positive
2025-06-07 07:00:02,@code_with_ai,Artificial Intelligence is changing how we live and work.,artificial intelligence changing live work,Positive
2025-06-01 22:00:02,@neural_net_ninja,"GPT-4 is overrated, in my opinion.",gpt overrated opinion,Neutral
2025-06-19 15:00:02,@openai_enthusiast,"So many companies are adopting Generative AI, it’s everywhere now.",many companies adopting generative ai everywhere,Neutral
2025-06-05 12:00:02,@visionary,ChatGPT is changing how we live and work.,chatgpt changing live work,Neutral
2025-06-07 20:00:02,@ai_fan_99,Can't believe how powerful OpenAI has become!,cant believe powerful openai become,Negative
2025-06-21 12:00:02,@cyber_sage,The advancements in OpenAI are truly fascinating.,advancements openai truly fascinating,Positive
2025-06-01 14:00:02,@digital_dreamer,"So many companies are adopting ChatGPT, it’s everywhere now.",many companies adopting chatgpt everywhere,Neutral
2025-05-26 09:00:02,@digital_dreamer,Can't believe how powerful Artificial Intelligence has become!,cant believe powerful artificial intelligence become,Positive
2025-06-15 22:00:02,@robotic_vision,GPT-4 is changing how we live and work.,gpt changing live work,Neutral
2025-06-14 01:00:02,@the_future_now,"So many companies are adopting AI, it’s everywhere now.",many companies adopting ai everywhere,Neutral
2025-06-04 17:00:02,@visionary,Can't believe how powerful OpenAI has become!,cant believe powerful openai become,Negative
2025-05-25 20:00:02,@gpt_dev,The advancements in AI are truly fascinating.,advancements ai truly fascinating,Positive
2025-06-21 08:00:02,@smartbyte,"I love using OpenAI for my work, it's amazing!",love using openai work amazing,Positive
2025-06-22 08:00:02,@openai_enthusiast,"So many companies are adopting Artificial Intelligence, it’s everywhere now.",many companies adopting artificial intelligence everywhere,Positive
2025-06-08 11:00:02,@intelli_user,"So many companies are adopting AI, it’s everywhere now.",many companies adopting ai everywhere,Neutral
2025-05-31 07:00:02,@futurecoder,I have concerns about the ethical use of Generative AI.,concerns ethical use generative ai,Positive
2025-06-17 03:00:02,@smartbyte,"Artificial Intelligence is overrated, in my opinion.",artificial intelligence overrated opinion,Positive
2025-06-14 09:00:02,@code_with_ai,Can't believe how powerful ChatGPT has become!,cant believe powerful chatgpt become,Negative
2025-06-20 23:00:02,@ai_addict,OpenAI is revolutionizing the tech industry.,openai revolutionizing tech industry,Neutral
2025-05-29 13:00:02,@ai_fan_99,"Artificial Intelligence is overrated, in my opinion.",artificial intelligence overrated opinion,Positive
2025-06-02 09:00:02,@ml_master,AI is changing how we live and work.,ai changing live work,Neutral
2025-06-22 05:00:02,@ml_master,The future of Artificial Intelligence is exciting and scary at the same time.,future artificial intelligence exciting scary time,Positive
2025-06-17 17:00:02,@gpt_dev,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
2025-05-31 21:00:02,@botbuster,I'm worried about job loss due to AI.,im worried job loss due ai,Negative
2025-05-31 01:00:02,@ai_addict,"I love using ChatGPT for my work, it's amazing!",love using chatgpt work amazing,Positive
2025-05-31 07:00:02,@digital_dreamer,ChatGPT is changing how we live and work.,chatgpt changing live work,Neutral
2025-06-14 23:00:02,@neural_net_ninja,The future of Generative AI is exciting and scary at the same time.,future generative ai exciting scary time,Neutral
